Date,ONI,cocoa_price,coffee_price,gold_price,soybean_price,wheat_price,natural_gas_price,us_interest_rate,usd_index
2019-02-28,0.94,2238.0,95.19999694824219,1312.800048828125,897.5,452.5,2.812000036239624,2.382999897003174,96.16000366210938
2019-03-31,0.87,2280.0,94.5,1293.0,884.25,457.75,2.6619999408721924,2.328000068664551,97.27999877929688
2019-04-30,0.82,2368.0,91.8499984741211,1282.800048828125,841.25,418.5,2.575000047683716,2.368000030517578,97.4800033569336
2019-05-31,0.71,2400.0,104.5999984741211,1305.800048828125,877.75,503.0,2.4539999961853027,2.2929999828338623,97.75
2019-06-30,0.59,2450.0,108.25,1409.699951171875,899.75,528.0,2.308000087738037,2.0350000858306885,96.12999725341797
2019-07-31,0.38,2345.0,99.6500015258789,1426.0999755859375,864.0,487.25,2.2330000400543213,2.0299999713897705,98.5199966430664
2019-08-31,0.2,2161.0,93.5999984741211,1519.0999755859375,857.0,451.25,2.2850000858306885,1.9329999685287476,98.91999816894531
2019-10-31,0.51,2403.0,101.94999694824219,1511.4000244140625,916.75,508.75,2.632999897003174,1.4980000257492065,97.3499984741211
2019-11-30,0.72,2617.0,118.55000305175781,1465.5999755859375,876.75,547.5,2.2809998989105225,1.5399999618530273,98.2699966430664
2020-01-31,0.71,2777.0,102.6500015258789,1582.9000244140625,872.5,553.75,1.840999960899353,1.5099999904632568,97.38999938964844
2020-02-29,0.66,2760.0,110.0999984741211,1564.0999755859375,883.5,529.0,1.684000015258789,1.2300000190734863,98.12999725341797
2020-04-30,0.33,2432.0,104.6500015258789,1684.199951171875,850.25,529.75,1.9490000009536743,0.09000000357627869,99.0199966430664
2020-05-31,0.04,2454.0,96.30000305175781,1736.9000244140625,840.75,520.75,1.8489999771118164,0.12800000607967377,98.33999633789062
2020-06-30,-0.18,2251.0,100.05000305175781,1793.0,884.25,490.0,1.7510000467300415,0.13500000536441803,97.38999938964844
2020-07-31,-0.29,2400.0,118.94999694824219,1962.800048828125,897.5,531.25,1.7990000247955322,0.08299999684095383,93.48999786376953
2020-08-31,-0.43,2723.0,129.8000030517578,1967.5999755859375,951.25,544.25,2.630000114440918,0.0949999988079071,92.13999938964844
2020-09-30,-0.77,2546.0,110.94999694824219,1887.5,1023.5,578.0,2.5269999504089355,0.08500000089406967,93.88999938964844
2020-10-31,-1.0,2293.0,104.4000015258789,1877.4000244140625,1056.5,598.5,3.3540000915527344,0.08299999684095383,94.04000091552734
2020-12-31,-1.06,2603.0,128.25,1893.0999755859375,1315.25,640.5,2.5390000343322754,0.06499999761581421,89.94000244140625
2021-01-31,-0.99,2531.0,122.94999694824219,1847.300048828125,1370.0,663.0,2.563999891281128,0.04800000041723251,90.58000183105469
2021-02-28,-0.85,2701.0,136.85000610351562,1728.0999755859375,1405.25,655.0,2.7709999084472656,0.03500000014901161,90.93000030517578
2021-03-31,-0.74,2348.0,123.5,1713.800048828125,1436.75,618.0,2.6080000400543213,0.013000000268220901,93.2300033569336
2021-04-30,-0.56,2342.0,139.9499969482422,1767.300048828125,1571.0,742.5,2.930999994277954,0.003000000026077032,91.27999877929688
2021-05-31,-0.4,2412.0,162.35000610351562,1902.5,1530.5,663.5,2.9860000610351562,0.00800000037997961,89.83999633789062
